    schemaname    |             tablename              |                            indexname                            |                                                                                                                                                                                                                indexdef                                                                                                                                                                                                                 
 integrations     | integration_webhooks               | idx_integration_webhooks_status                                 | CREATE INDEX idx_integration_webhooks_status ON integrations.integration_webhooks USING btree (webhook_status)
 integrations     | integration_webhooks               | idx_integration_webhooks_venue_id                               | CREATE INDEX idx_integration_webhooks_venue_id ON integrations.integration_webhooks USING btree (venue_id)
 integrations     | integration_webhooks               | idx_integration_webhooks_verified                               | CREATE INDEX idx_integration_webhooks_verified ON integrations.integration_webhooks USING btree (is_verified) WHERE (is_verified = true)
 integrations     | integration_webhooks               | integration_webhooks_pkey                                       | CREATE UNIQUE INDEX integration_webhooks_pkey ON integrations.integration_webhooks USING btree (id)
 integrations     | integration_webhooks               | integration_webhooks_unique_url                                 | CREATE UNIQUE INDEX integration_webhooks_unique_url ON integrations.integration_webhooks USING btree (integration_id, webhook_url)
 integrations     | sync_logs                          | idx_sync_logs_completed_at                                      | CREATE INDEX idx_sync_logs_completed_at ON integrations.sync_logs USING btree (completed_at DESC) WHERE (completed_at IS NOT NULL)
 integrations     | sync_logs                          | idx_sync_logs_context                                           | CREATE INDEX idx_sync_logs_context ON integrations.sync_logs USING gin (context)
 integrations     | sync_logs                          | idx_sync_logs_direction                                         | CREATE INDEX idx_sync_logs_direction ON integrations.sync_logs USING btree (direction)
 integrations     | sync_logs                          | idx_sync_logs_error_details                                     | CREATE INDEX idx_sync_logs_error_details ON integrations.sync_logs USING gin (error_details)
 integrations     | sync_logs                          | idx_sync_logs_errors                                            | CREATE INDEX idx_sync_logs_errors ON integrations.sync_logs USING btree (errors_count, first_error_at) WHERE (errors_count > 0)
 integrations     | sync_logs                          | idx_sync_logs_failed                                            | CREATE INDEX idx_sync_logs_failed ON integrations.sync_logs USING btree (integration_name, started_at DESC) WHERE ((status)::text = 'failed'::text)
 integrations     | sync_logs                          | idx_sync_logs_integration_name                                  | CREATE INDEX idx_sync_logs_integration_name ON integrations.sync_logs USING btree (integration_name)
 integrations     | sync_logs                          | idx_sync_logs_retry_of                                          | CREATE INDEX idx_sync_logs_retry_of ON integrations.sync_logs USING btree (retry_of_sync_id) WHERE (retry_of_sync_id IS NOT NULL)
 integrations     | sync_logs                          | idx_sync_logs_running                                           | CREATE INDEX idx_sync_logs_running ON integrations.sync_logs USING btree (started_at, integration_name) WHERE ((status)::text = 'running'::text)
 integrations     | sync_logs                          | idx_sync_logs_started_at                                        | CREATE INDEX idx_sync_logs_started_at ON integrations.sync_logs USING btree (started_at DESC)
 integrations     | sync_logs                          | idx_sync_logs_status                                            | CREATE INDEX idx_sync_logs_status ON integrations.sync_logs USING btree (status)
 integrations     | sync_logs                          | idx_sync_logs_sync_id                                           | CREATE INDEX idx_sync_logs_sync_id ON integrations.sync_logs USING btree (sync_id)
 integrations     | sync_logs                          | idx_sync_logs_sync_type                                         | CREATE INDEX idx_sync_logs_sync_type ON integrations.sync_logs USING btree (sync_type)
 integrations     | sync_logs                          | idx_sync_logs_tags                                              | CREATE INDEX idx_sync_logs_tags ON integrations.sync_logs USING gin (tags)
 integrations     | sync_logs                          | idx_sync_logs_tenant_created                                    | CREATE INDEX idx_sync_logs_tenant_created ON integrations.sync_logs USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 integrations     | sync_logs                          | idx_sync_logs_tenant_id                                         | CREATE INDEX idx_sync_logs_tenant_id ON integrations.sync_logs USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
 integrations     | sync_logs                          | sync_logs_pkey                                                  | CREATE UNIQUE INDEX sync_logs_pkey ON integrations.sync_logs USING btree (id)
 integrations     | sync_logs                          | sync_logs_sync_id_key                                           | CREATE UNIQUE INDEX sync_logs_sync_id_key ON integrations.sync_logs USING btree (sync_id)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_consecutive_failures                      | CREATE INDEX idx_webhook_endpoints_consecutive_failures ON integrations.webhook_endpoints USING btree (consecutive_failures) WHERE (consecutive_failures > 0)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_custom_headers                            | CREATE INDEX idx_webhook_endpoints_custom_headers ON integrations.webhook_endpoints USING gin (custom_headers)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_event_types                               | CREATE INDEX idx_webhook_endpoints_event_types ON integrations.webhook_endpoints USING gin (event_types)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_filter_rules                              | CREATE INDEX idx_webhook_endpoints_filter_rules ON integrations.webhook_endpoints USING gin (filter_rules)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_is_active                                 | CREATE INDEX idx_webhook_endpoints_is_active ON integrations.webhook_endpoints USING btree (is_active)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_is_paused                                 | CREATE INDEX idx_webhook_endpoints_is_paused ON integrations.webhook_endpoints USING btree (is_paused) WHERE (is_paused = true)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_name                                      | CREATE INDEX idx_webhook_endpoints_name ON integrations.webhook_endpoints USING btree (name)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_paused_until                              | CREATE INDEX idx_webhook_endpoints_paused_until ON integrations.webhook_endpoints USING btree (paused_until) WHERE (paused_until IS NOT NULL)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_tags                                      | CREATE INDEX idx_webhook_endpoints_tags ON integrations.webhook_endpoints USING gin (tags)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_tenant_created                            | CREATE INDEX idx_webhook_endpoints_tenant_created ON integrations.webhook_endpoints USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_tenant_id                                 | CREATE INDEX idx_webhook_endpoints_tenant_id ON integrations.webhook_endpoints USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
 integrations     | webhook_endpoints                  | idx_webhook_endpoints_url                                       | CREATE INDEX idx_webhook_endpoints_url ON integrations.webhook_endpoints USING btree (url)
 integrations     | webhook_endpoints                  | webhook_endpoints_pkey                                          | CREATE UNIQUE INDEX webhook_endpoints_pkey ON integrations.webhook_endpoints USING btree (id)
 integrations     | webhook_endpoints                  | webhook_endpoints_url_key                                       | CREATE UNIQUE INDEX webhook_endpoints_url_key ON integrations.webhook_endpoints USING btree (url)
 marketplace      | dispute_resolution                 | dispute_resolution_pkey                                         | CREATE UNIQUE INDEX dispute_resolution_pkey ON marketplace.dispute_resolution USING btree (id)
 marketplace      | dispute_resolution                 | idx_dispute_resolution_escrow_id                                | CREATE INDEX idx_dispute_resolution_escrow_id ON marketplace.dispute_resolution USING btree (escrow_id)
 marketplace      | dispute_resolution                 | idx_dispute_resolution_initiator_id                             | CREATE INDEX idx_dispute_resolution_initiator_id ON marketplace.dispute_resolution USING btree (initiator_id)
 marketplace      | dispute_resolution                 | idx_dispute_resolution_marketplace_transaction_id               | CREATE INDEX idx_dispute_resolution_marketplace_transaction_id ON marketplace.dispute_resolution USING btree (marketplace_transaction_id)
 marketplace      | dispute_resolution                 | idx_dispute_resolution_resolved_by                              | CREATE INDEX idx_dispute_resolution_resolved_by ON marketplace.dispute_resolution USING btree (resolved_by)
 marketplace      | dispute_resolution                 | idx_dispute_resolution_respondent_id                            | CREATE INDEX idx_dispute_resolution_respondent_id ON marketplace.dispute_resolution USING btree (respondent_id)
 marketplace      | dispute_resolution                 | idx_dispute_resolution_tenant_created                           | CREATE INDEX idx_dispute_resolution_tenant_created ON marketplace.dispute_resolution USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 marketplace      | dispute_resolution                 | idx_dispute_resolution_tenant_id                                | CREATE INDEX idx_dispute_resolution_tenant_id ON marketplace.dispute_resolution USING btree (tenant_id)
 marketplace      | dispute_resolution                 | idx_disputes_priority                                           | CREATE INDEX idx_disputes_priority ON marketplace.dispute_resolution USING btree (priority, created_at)
 marketplace      | dispute_resolution                 | idx_disputes_status                                             | CREATE INDEX idx_disputes_status ON marketplace.dispute_resolution USING btree (status)
 marketplace      | escrow                             | escrow_marketplace_transaction_id_key                           | CREATE UNIQUE INDEX escrow_marketplace_transaction_id_key ON marketplace.escrow USING btree (marketplace_transaction_id)
 marketplace      | escrow                             | escrow_pkey                                                     | CREATE UNIQUE INDEX escrow_pkey ON marketplace.escrow USING btree (id)
 marketplace      | escrow                             | idx_escrow_auto_release                                         | CREATE INDEX idx_escrow_auto_release ON marketplace.escrow USING btree (auto_release_at) WHERE ((status)::text = 'HELD'::text)
 marketplace      | escrow                             | idx_escrow_buyer_id                                             | CREATE INDEX idx_escrow_buyer_id ON marketplace.escrow USING btree (buyer_id)
 marketplace      | escrow                             | idx_escrow_payment_transaction_id                               | CREATE INDEX idx_escrow_payment_transaction_id ON marketplace.escrow USING btree (payment_transaction_id)
 marketplace      | escrow                             | idx_escrow_release_transaction_id                               | CREATE INDEX idx_escrow_release_transaction_id ON marketplace.escrow USING btree (release_transaction_id)
 marketplace      | escrow                             | idx_escrow_seller_id                                            | CREATE INDEX idx_escrow_seller_id ON marketplace.escrow USING btree (seller_id)
 marketplace      | escrow                             | idx_escrow_status                                               | CREATE INDEX idx_escrow_status ON marketplace.escrow USING btree (status)
 marketplace      | escrow                             | idx_escrow_tenant_created                                       | CREATE INDEX idx_escrow_tenant_created ON marketplace.escrow USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 marketplace      | escrow                             | idx_escrow_tenant_id                                            | CREATE INDEX idx_escrow_tenant_id ON marketplace.escrow USING btree (tenant_id)
 marketplace      | listings                           | idx_listings_active_price                                       | CREATE INDEX idx_listings_active_price ON marketplace.listings USING btree (status, price) WHERE ((status)::text = 'active'::text)
 marketplace      | listings                           | idx_listings_expires_at                                         | CREATE INDEX idx_listings_expires_at ON marketplace.listings USING btree (expires_at) WHERE (expires_at IS NOT NULL)
 marketplace      | listings                           | idx_listings_price                                              | CREATE INDEX idx_listings_price ON marketplace.listings USING btree (price)
 marketplace      | listings                           | idx_listings_price_search                                       | CREATE INDEX idx_listings_price_search ON marketplace.listings USING btree (price) WHERE ((status)::text = 'ACTIVE'::text)
 marketplace      | listings                           | idx_listings_seller_history                                     | CREATE INDEX idx_listings_seller_history ON marketplace.listings USING btree (seller_id, created_at DESC)
 marketplace      | listings                           | idx_listings_seller_id                                          | CREATE INDEX idx_listings_seller_id ON marketplace.listings USING btree (seller_id)
 marketplace      | listings                           | idx_listings_status                                             | CREATE INDEX idx_listings_status ON marketplace.listings USING btree (status) WHERE ((status)::text = 'ACTIVE'::text)
 marketplace      | listings                           | idx_listings_tenant_created                                     | CREATE INDEX idx_listings_tenant_created ON marketplace.listings USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 marketplace      | listings                           | idx_listings_tenant_id                                          | CREATE INDEX idx_listings_tenant_id ON marketplace.listings USING btree (tenant_id)
 marketplace      | listings                           | idx_listings_ticket_id                                          | CREATE INDEX idx_listings_ticket_id ON marketplace.listings USING btree (ticket_id)
 marketplace      | listings                           | idx_unique_active_listing_per_ticket                            | CREATE UNIQUE INDEX idx_unique_active_listing_per_ticket ON marketplace.listings USING btree (ticket_id) WHERE ((status)::text = 'active'::text)
 marketplace      | listings                           | listings_pkey                                                   | CREATE UNIQUE INDEX listings_pkey ON marketplace.listings USING btree (id)
 marketplace      | market_analytics                   | idx_market_analytics_lookup                                     | CREATE INDEX idx_market_analytics_lookup ON marketplace.market_analytics USING btree (analytics_type, scope_id, period, period_start)
 marketplace      | market_analytics                   | idx_market_analytics_scope                                      | CREATE INDEX idx_market_analytics_scope ON marketplace.market_analytics USING btree (analytics_type, scope_id, period_start DESC)
 marketplace      | market_analytics                   | idx_market_analytics_tenant_id                                  | CREATE INDEX idx_market_analytics_tenant_id ON marketplace.market_analytics USING btree (tenant_id)
 marketplace      | market_analytics                   | market_analytics_pkey                                           | CREATE UNIQUE INDEX market_analytics_pkey ON marketplace.market_analytics USING btree (id)
 marketplace      | market_analytics                   | unique_analytics                                                | CREATE UNIQUE INDEX unique_analytics ON marketplace.market_analytics USING btree (analytics_type, scope_id, period, period_start)
 marketplace      | marketplace_transactions           | idx_marketplace_transactions_offer_id                           | CREATE INDEX idx_marketplace_transactions_offer_id ON marketplace.marketplace_transactions USING btree (offer_id)
 marketplace      | marketplace_transactions           | idx_marketplace_transactions_tenant_created                     | CREATE INDEX idx_marketplace_transactions_tenant_created ON marketplace.marketplace_transactions USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 marketplace      | marketplace_transactions           | idx_marketplace_transactions_tenant_id                          | CREATE INDEX idx_marketplace_transactions_tenant_id ON marketplace.marketplace_transactions USING btree (tenant_id)
 marketplace      | marketplace_transactions           | idx_marketplace_transactions_ticket                             | CREATE INDEX idx_marketplace_transactions_ticket ON marketplace.marketplace_transactions USING btree (ticket_id, status) WHERE ((status)::text = 'PENDING'::text)
 marketplace      | marketplace_transactions           | idx_marketplace_transactions_ticket_id                          | CREATE INDEX idx_marketplace_transactions_ticket_id ON marketplace.marketplace_transactions USING btree (ticket_id)
 marketplace      | marketplace_transactions           | idx_marketplace_tx_buyer_id                                     | CREATE INDEX idx_marketplace_tx_buyer_id ON marketplace.marketplace_transactions USING btree (buyer_id)
 marketplace      | marketplace_transactions           | idx_marketplace_tx_created                                      | CREATE INDEX idx_marketplace_tx_created ON marketplace.marketplace_transactions USING btree (created_at)
 marketplace      | marketplace_transactions           | idx_marketplace_tx_listing_id                                   | CREATE INDEX idx_marketplace_tx_listing_id ON marketplace.marketplace_transactions USING btree (listing_id)
 marketplace      | marketplace_transactions           | idx_marketplace_tx_seller_id                                    | CREATE INDEX idx_marketplace_tx_seller_id ON marketplace.marketplace_transactions USING btree (seller_id)
 marketplace      | marketplace_transactions           | idx_marketplace_tx_status                                       | CREATE INDEX idx_marketplace_tx_status ON marketplace.marketplace_transactions USING btree (status)
 marketplace      | marketplace_transactions           | idx_marketplace_tx_ticket                                       | CREATE INDEX idx_marketplace_tx_ticket ON marketplace.marketplace_transactions USING btree (ticket_id)
 marketplace      | marketplace_transactions           | marketplace_transactions_pkey                                   | CREATE UNIQUE INDEX marketplace_transactions_pkey ON marketplace.marketplace_transactions USING btree (id)
 marketplace      | offers                             | idx_offers_buyer_id                                             | CREATE INDEX idx_offers_buyer_id ON marketplace.offers USING btree (buyer_id)
 marketplace      | offers                             | idx_offers_buyer_pending                                        | CREATE INDEX idx_offers_buyer_pending ON marketplace.offers USING btree (buyer_id, expires_at) WHERE ((status)::text = 'PENDING'::text)
 marketplace      | offers                             | idx_offers_expires_at                                           | CREATE INDEX idx_offers_expires_at ON marketplace.offers USING btree (expires_at)
 marketplace      | offers                             | idx_offers_listing_id                                           | CREATE INDEX idx_offers_listing_id ON marketplace.offers USING btree (listing_id)
 marketplace      | offers                             | idx_offers_previous_offer_id                                    | CREATE INDEX idx_offers_previous_offer_id ON marketplace.offers USING btree (previous_offer_id)
 marketplace      | offers                             | idx_offers_status                                               | CREATE INDEX idx_offers_status ON marketplace.offers USING btree (status)
 marketplace      | offers                             | idx_offers_tenant_created                                       | CREATE INDEX idx_offers_tenant_created ON marketplace.offers USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 marketplace      | offers                             | idx_offers_tenant_id                                            | CREATE INDEX idx_offers_tenant_id ON marketplace.offers USING btree (tenant_id)
 marketplace      | offers                             | offers_pkey                                                     | CREATE UNIQUE INDEX offers_pkey ON marketplace.offers USING btree (id)
 marketplace      | royalties                          | idx_royalties_batch_id                                          | CREATE INDEX idx_royalties_batch_id ON marketplace.royalties USING btree (batch_id) WHERE (batch_id IS NOT NULL)
 marketplace      | royalties                          | idx_royalties_marketplace_transaction_id                        | CREATE INDEX idx_royalties_marketplace_transaction_id ON marketplace.royalties USING btree (marketplace_transaction_id)
 marketplace      | royalties                          | idx_royalties_payment_transaction_id                            | CREATE INDEX idx_royalties_payment_transaction_id ON marketplace.royalties USING btree (payment_transaction_id)
 marketplace      | royalties                          | idx_royalties_recipient_id                                      | CREATE INDEX idx_royalties_recipient_id ON marketplace.royalties USING btree (recipient_id)
 marketplace      | royalties                          | idx_royalties_status                                            | CREATE INDEX idx_royalties_status ON marketplace.royalties USING btree (status)
 marketplace      | royalties                          | idx_royalties_tenant_created                                    | CREATE INDEX idx_royalties_tenant_created ON marketplace.royalties USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 marketplace      | royalties                          | idx_royalties_tenant_id                                         | CREATE INDEX idx_royalties_tenant_id ON marketplace.royalties USING btree (tenant_id)
 marketplace      | royalties                          | idx_royalties_venue_id                                          | CREATE INDEX idx_royalties_venue_id ON marketplace.royalties USING btree (venue_id)
 marketplace      | royalties                          | royalties_pkey                                                  | CREATE UNIQUE INDEX royalties_pkey ON marketplace.royalties USING btree (id)
 marketplace      | royalty_settlements                | idx_settlements_status                                          | CREATE INDEX idx_settlements_status ON marketplace.royalty_settlements USING btree (status, created_at)
 marketplace      | royalty_settlements                | idx_settlements_venue                                           | CREATE INDEX idx_settlements_venue ON marketplace.royalty_settlements USING btree (venue_id, settlement_period_start DESC)
 marketplace      | royalty_settlements                | royalty_settlements_pkey                                        | CREATE UNIQUE INDEX royalty_settlements_pkey ON marketplace.royalty_settlements USING btree (id)
 monitoring       | alerts                             | alerts_pkey                                                     | CREATE UNIQUE INDEX alerts_pkey ON monitoring.alerts USING btree (id)
 monitoring       | alerts                             | idx_alerts_service                                              | CREATE INDEX idx_alerts_service ON monitoring.alerts USING btree (affected_service)
 monitoring       | alerts                             | idx_alerts_severity_time                                        | CREATE INDEX idx_alerts_severity_time ON monitoring.alerts USING btree (severity, triggered_at DESC)
 monitoring       | alerts                             | idx_alerts_status                                               | CREATE INDEX idx_alerts_status ON monitoring.alerts USING btree (status) WHERE ((status)::text = ANY ((ARRAY['open'::character varying, 'acknowledged'::character varying])::text[]))
 monitoring       | health_checks                      | health_checks_pkey                                              | CREATE UNIQUE INDEX health_checks_pkey ON monitoring.health_checks USING btree (id)
 monitoring       | health_checks                      | idx_health_checks_service_time                                  | CREATE INDEX idx_health_checks_service_time ON monitoring.health_checks USING btree (service_name, checked_at DESC)
 monitoring       | health_checks                      | idx_health_checks_status                                        | CREATE INDEX idx_health_checks_status ON monitoring.health_checks USING btree (status) WHERE ((status)::text <> 'healthy'::text)
 monitoring       | performance_metrics                | idx_perf_metrics_name_time                                      | CREATE INDEX idx_perf_metrics_name_time ON monitoring.performance_metrics USING btree (metric_name, recorded_at DESC)
 monitoring       | performance_metrics                | idx_perf_metrics_tags                                           | CREATE INDEX idx_perf_metrics_tags ON monitoring.performance_metrics USING gin (tags)
 monitoring       | performance_metrics                | performance_metrics_pkey                                        | CREATE UNIQUE INDEX performance_metrics_pkey ON monitoring.performance_metrics USING btree (id)
 monitoring       | sla_metrics                        | idx_sla_metrics_compliance                                      | CREATE INDEX idx_sla_metrics_compliance ON monitoring.sla_metrics USING btree (compliance) WHERE (compliance = false)
 monitoring       | sla_metrics                        | idx_sla_metrics_period                                          | CREATE INDEX idx_sla_metrics_period ON monitoring.sla_metrics USING gist (measurement_period)
 monitoring       | sla_metrics                        | idx_sla_metrics_type_service                                    | CREATE INDEX idx_sla_metrics_type_service ON monitoring.sla_metrics USING btree (metric_type, service_name)
 monitoring       | sla_metrics                        | sla_metrics_pkey                                                | CREATE UNIQUE INDEX sla_metrics_pkey ON monitoring.sla_metrics USING btree (id)
 notifications    | campaigns                          | campaigns_pkey                                                  | CREATE UNIQUE INDEX campaigns_pkey ON notifications.campaigns USING btree (id)
 notifications    | campaigns                          | campaigns_slug_key                                              | CREATE UNIQUE INDEX campaigns_slug_key ON notifications.campaigns USING btree (slug)
 notifications    | campaigns                          | idx_campaigns_ab_tests                                          | CREATE INDEX idx_campaigns_ab_tests ON notifications.campaigns USING btree (is_ab_test, created_at DESC) WHERE (is_ab_test = true)
 notifications    | campaigns                          | idx_campaigns_active                                            | CREATE INDEX idx_campaigns_active ON notifications.campaigns USING btree (scheduled_at, status) WHERE ((status)::text = ANY ((ARRAY['scheduled'::character varying, 'active'::character varying])::text[]))
 notifications    | campaigns                          | idx_campaigns_budget                                            | CREATE INDEX idx_campaigns_budget ON notifications.campaigns USING btree (budget_amount, spent_amount) WHERE (budget_amount > (0)::numeric)
 notifications    | campaigns                          | idx_campaigns_completed_at                                      | CREATE INDEX idx_campaigns_completed_at ON notifications.campaigns USING btree (completed_at DESC) WHERE (completed_at IS NOT NULL)
 notifications    | campaigns                          | idx_campaigns_created_by                                        | CREATE INDEX idx_campaigns_created_by ON notifications.campaigns USING btree (created_by, created_at DESC)
 notifications    | campaigns                          | idx_campaigns_metadata                                          | CREATE INDEX idx_campaigns_metadata ON notifications.campaigns USING gin (metadata)
 notifications    | campaigns                          | idx_campaigns_pending_approval                                  | CREATE INDEX idx_campaigns_pending_approval ON notifications.campaigns USING btree (created_at, requires_approval) WHERE ((requires_approval = true) AND (approved_at IS NULL))
 notifications    | campaigns                          | idx_campaigns_performance                                       | CREATE INDEX idx_campaigns_performance ON notifications.campaigns USING btree (sends_count DESC, opens_count DESC, clicks_count DESC) WHERE ((status)::text = 'completed'::text)
 notifications    | campaigns                          | idx_campaigns_scheduled_at                                      | CREATE INDEX idx_campaigns_scheduled_at ON notifications.campaigns USING btree (scheduled_at) WHERE (scheduled_at IS NOT NULL)
 notifications    | campaigns                          | idx_campaigns_slug                                              | CREATE INDEX idx_campaigns_slug ON notifications.campaigns USING btree (slug)
 notifications    | campaigns                          | idx_campaigns_started_at                                        | CREATE INDEX idx_campaigns_started_at ON notifications.campaigns USING btree (started_at DESC) WHERE (started_at IS NOT NULL)
 notifications    | campaigns                          | idx_campaigns_status                                            | CREATE INDEX idx_campaigns_status ON notifications.campaigns USING btree (status)
 notifications    | campaigns                          | idx_campaigns_tags                                              | CREATE INDEX idx_campaigns_tags ON notifications.campaigns USING gin (tags)
 notifications    | campaigns                          | idx_campaigns_tenant_created                                    | CREATE INDEX idx_campaigns_tenant_created ON notifications.campaigns USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 notifications    | campaigns                          | idx_campaigns_tenant_id                                         | CREATE INDEX idx_campaigns_tenant_id ON notifications.campaigns USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
 notifications    | campaigns                          | idx_campaigns_type                                              | CREATE INDEX idx_campaigns_type ON notifications.campaigns USING btree (type)
 notifications    | delivery_tracking                  | delivery_tracking_message_id_key                                | CREATE UNIQUE INDEX delivery_tracking_message_id_key ON notifications.delivery_tracking USING btree (message_id)
 notifications    | delivery_tracking                  | delivery_tracking_pkey                                          | CREATE UNIQUE INDEX delivery_tracking_pkey ON notifications.delivery_tracking USING btree (id)
 notifications    | delivery_tracking                  | idx_delivery_tracking_batch                                     | CREATE INDEX idx_delivery_tracking_batch ON notifications.delivery_tracking USING btree (batch_id) WHERE (batch_id IS NOT NULL)
 notifications    | delivery_tracking                  | idx_delivery_tracking_campaign_id                               | CREATE INDEX idx_delivery_tracking_campaign_id ON notifications.delivery_tracking USING btree (campaign_id) WHERE (campaign_id IS NOT NULL)
 notifications    | delivery_tracking                  | idx_delivery_tracking_cost                                      | CREATE INDEX idx_delivery_tracking_cost ON notifications.delivery_tracking USING btree (actual_cost DESC) WHERE (actual_cost > (0)::numeric)
 notifications    | delivery_tracking                  | idx_delivery_tracking_delivered_at                              | CREATE INDEX idx_delivery_tracking_delivered_at ON notifications.delivery_tracking USING btree (delivered_at DESC) WHERE (delivered_at IS NOT NULL)
 notifications    | delivery_tracking                  | idx_delivery_tracking_failed_bounced                            | CREATE INDEX idx_delivery_tracking_failed_bounced ON notifications.delivery_tracking USING btree (status, bounce_type, is_retryable, retry_after) WHERE ((status)::text = ANY ((ARRAY['failed'::character varying, 'bounced'::character varying])::text[]))
 notifications    | delivery_tracking                  | idx_delivery_tracking_message_id                                | CREATE INDEX idx_delivery_tracking_message_id ON notifications.delivery_tracking USING btree (message_id)
 notifications    | delivery_tracking                  | idx_delivery_tracking_notification_history_id                   | CREATE INDEX idx_delivery_tracking_notification_history_id ON notifications.delivery_tracking USING btree (notification_history_id)
 notifications    | delivery_tracking                  | idx_delivery_tracking_platform                                  | CREATE INDEX idx_delivery_tracking_platform ON notifications.delivery_tracking USING btree (platform) WHERE (platform IS NOT NULL)
 notifications    | delivery_tracking                  | idx_delivery_tracking_provider                                  | CREATE INDEX idx_delivery_tracking_provider ON notifications.delivery_tracking USING btree (provider_name, provider_account)
 notifications    | delivery_tracking                  | idx_delivery_tracking_provider_events                           | CREATE INDEX idx_delivery_tracking_provider_events ON notifications.delivery_tracking USING gin (provider_events)
 notifications    | delivery_tracking                  | idx_delivery_tracking_queued_at                                 | CREATE INDEX idx_delivery_tracking_queued_at ON notifications.delivery_tracking USING btree (queued_at DESC)
 notifications    | delivery_tracking                  | idx_delivery_tracking_retry                                     | CREATE INDEX idx_delivery_tracking_retry ON notifications.delivery_tracking USING btree (retry_after, is_retryable) WHERE ((is_retryable = true) AND (retry_after IS NOT NULL))
 notifications    | delivery_tracking                  | idx_delivery_tracking_status                                    | CREATE INDEX idx_delivery_tracking_status ON notifications.delivery_tracking USING btree (status)
 notifications    | delivery_tracking                  | idx_delivery_tracking_tenant_created                            | CREATE INDEX idx_delivery_tracking_tenant_created ON notifications.delivery_tracking USING btree (tenant_id, created_at) WHERE (tenant_id IS NOT NULL)
 notifications    | delivery_tracking                  | idx_delivery_tracking_tenant_id                                 | CREATE INDEX idx_delivery_tracking_tenant_id ON notifications.delivery_tracking USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
 notifications    | delivery_tracking                  | idx_delivery_tracking_webhook_data                              | CREATE INDEX idx_delivery_tracking_webhook_data ON notifications.delivery_tracking USING gin (webhook_data)
 notifications    | notification_history               | idx_notification_history_campaign_id                            | CREATE INDEX idx_notification_history_campaign_id ON notifications.notification_history USING btree (campaign_id) WHERE (campaign_id IS NOT NULL)
 notifications    | notification_history               | idx_notification_history_channel                                | CREATE INDEX idx_notification_history_channel ON notifications.notification_history USING btree (channel)
 notifications    | notification_history               | idx_notification_history_context                                | CREATE INDEX idx_notification_history_context ON notifications.notification_history USING gin (context)
 notifications    | notification_history               | idx_notification_history_created_at                             | CREATE INDEX idx_notification_history_created_at ON notifications.notification_history USING btree (created_at DESC)
 notifications    | notification_history               | idx_notification_history_customer_profile_id                    | CREATE INDEX idx_notification_history_customer_profile_id ON notifications.notification_history USING btree (customer_profile_id)
 notifications    | notification_history               | idx_notification_history_delivered_at                           | CREATE INDEX idx_notification_history_delivered_at ON notifications.notification_history USING btree (delivered_at DESC) WHERE (delivered_at IS NOT NULL)
 notifications    | notification_history               | idx_notification_history_engagement                             | CREATE INDEX idx_notification_history_engagement ON notifications.notification_history USING btree (opened_at, clicked_at) WHERE ((opened_at IS NOT NULL) OR (clicked_at IS NOT NULL))
 notifications    | notification_history               | idx_notification_history_failed                                 | CREATE INDEX idx_notification_history_failed ON notifications.notification_history USING btree (failed_at DESC, customer_profile_id) WHERE ((status)::text = 'failed'::text)
 notifications    | notification_history               | idx_notification_history_pending                                | CREATE INDEX idx_notification_history_pending ON notifications.notification_history USING btree (created_at, id) WHERE ((status)::text = 'pending'::text)
 notifications    | notification_history               | idx_notification_history_provider                               | CREATE INDEX idx_notification_history_provider ON notifications.notification_history USING btree (provider, provider_message_id) WHERE (provider IS NOT NULL)
 notifications    | notification_history               | idx_notification_history_retry                                  | CREATE INDEX idx_notification_history_retry ON notifications.notification_history USING btree (next_retry_at, retry_count) WHERE ((next_retry_at IS NOT NULL) AND ((status)::text = 'failed'::text))
 notifications    | notification_history               | idx_notification_history_sent_at                                | CREATE INDEX idx_notification_history_sent_at ON notifications.notification_history USING btree (sent_at DESC) WHERE (sent_at IS NOT NULL)
